Games,Sport,Event,TEST,Gender,Athlete(s),CountryCode,CountryName,Medal,Result,Unit,ResultInSeconds,POPULATION,GDP,,,
1976,Rowing,Single Sculls Men,MEN,MEN,Peter Michael Kolbe,FRG,Germany,Silver,7:31.67,M:S:DD,451.67,78298.957,993132,,,
1976,Rowing,Single Sculls Men,MEN,MEN,Joachim Dreifke,GDR,Germany,Bronze,7:38.03,M:S:DD,458.03,78298.957,993132,,,
1976,Swimming,100m Backstroke Men,MEN,MEN,John Naber,USA,United States of America,Gold,55.49,M:S:DD,55.49,218035,3701163,,,
1976,Swimming,100m Backstroke Men,MEN,MEN,Peter Rocca,USA,United States of America,Silver,56.34,M:S:DD,56.34,218035,3701163,,,
1976,Swimming,100m Backstroke Men,MEN,MEN,Roland Matthes,GDR,Germany,Bronze,57.22,M:S:DD,57.22,78298.957,993132,,,
2008,Swimming,100m Breaststroke Women,,WOMEN,Rebecca Soni,USA,United States of America,Silver,1:06.73,M:S:DD,66.73,138283.24,177274.39,,,
2004,Swimming,100m Breaststroke Women,,WOMEN,Brooke Hanson,AUS,Australia,Silver,1:07.15,M:S:DD,67.15,2712.355,9895,,,
2000,Swimming,100m Breaststroke Women,,WOMEN,Leisel Jones,AUS,Australia,Silver,1:07.49,M:S:DD,67.49,38654.164,278674.9317,,,
1976,Swimming,100m Breaststroke Men,MEN,MEN,John Hencken,USA,United States of America,Gold,1:03.11,M:S:DD,63.11,218035,3701163,,,
1976,Swimming,100m Breaststroke Men,MEN,MEN,David Wilkie,GBR,Great Britain,Silver,1:03.43,M:S:DD,63.43,56206,680933,,,
1976,Swimming,100m Breaststroke Men,MEN,MEN,Arvidas Juozaitis,URS,Russia,Bronze,1:04.23,M:S:DD,64.23,256882.729,1634589,,,
1996,Swimming,100m Breaststroke Women,,WOMEN,Amanda Beard,USA,United States of America,Silver,1:08.09,M:S:DD,68.09,269667.391,6803768.743,,,
1992,Swimming,100m Breaststroke Women,,WOMEN,Anita Nall,USA,United States of America,Silver,1:08.17,M:S:DD,68.17,3173.216,15729,,,
1988,Swimming,100m Breaststroke Women,,WOMEN,Antoaneta Frenkeva,BUL,Bulgaria,Silver,1:08.74,M:S:DD,68.74,245021.414,5512845,,,
1976,Swimming,100m Butterfly Men,MEN,MEN,Matt Vogel,USA,United States of America,Gold,54.35,M:S:DD,54.35,218035,3701163,,,
1976,Swimming,100m Butterfly Men,MEN,MEN,Joseph Bottom,USA,United States of America,Silver,54.5,M:S:DD,54.5,218035,3701163,,,
1976,Swimming,100m Butterfly Men,MEN,MEN,Gary Hall,USA,United States of America,Bronze,54.65,M:S:DD,54.65,218035,3701163,,,
1984,Swimming,100m Breaststroke Women,,WOMEN,Anne Ottenbrite,CAN,Canada,Silver,1:10.69,M:S:DD,70.69,15579.4,233618,,,
1980,Swimming,100m Breaststroke Women,WOMEN,WOMEN,Elvira Vasilkova,URS,Russia,Silver,1:10.41,M:S:DD,70.41,265935.636,1709174,,,
1976,Swimming,100m Breaststroke Women,WOMEN,WOMEN,Lyubov Rusanova,URS,Russia,Silver,1:13.04,M:S:DD,73.04,218035,3701163,,,
1976,Swimming,100m Freestyle Men,MEN,MEN,Jim Montgomery,USA,United States of America,Gold,49.99,M:S:DD,49.99,218035,3701163,,,
1976,Swimming,100m Freestyle Men,MEN,MEN,Jack Babashoff,USA,United States of America,Silver,50.81,M:S:DD,50.81,218035,3701163,,,
1976,Swimming,100m Freestyle Men,MEN,MEN,Peter Nocke,FRG,Germany,Bronze,51.31,M:S:DD,51.31,78298.957,993132,,,
1972,Swimming,100m Breaststroke Women,WOMEN,WOMEN,Galina Stepanova-Prozumenshchykova,URS,Russia,Silver,1:14.99,M:S:DD,74.99,56079,633352,,,
1968,Swimming,100m Breaststroke Women,WOMEN,WOMEN,Galina Stepanova-Prozumenshchykova,URS,Russia,Silver,1:15.9,M:S:DD,75.9,76584.401,755463,,,
2012,Swimming,100m Butterfly Women,,WOMEN,Ying LU,CHN,China,Silver,56.87,#:DD,56.87,33679.263,793938.3417,,,
1976,Swimming,1500m Freestyle Men,MEN,MEN,Brian Goodell,USA,United States of America,Gold,15:02.40,M:S:DD,902.4,218035,3701163,,,
1976,Swimming,1500m Freestyle Men,MEN,MEN,Robert Hackett,USA,United States of America,Silver,15:03.91,M:S:DD,903.91,218035,3701163,,,
1976,Swimming,1500m Freestyle Men,MEN,MEN,Stephen Holland,AUS,Australia,Bronze,15:04.66,M:S:DD,904.66,13915.5,188678,,,
1976,Swimming,200m Backstroke Men,MEN,MEN,John Naber,USA,United States of America,Gold,1:59.19,M:S:DD,119.19,218035,3701163,,,
1976,Swimming,200m Backstroke Men,MEN,MEN,Peter Rocca,USA,United States of America,Silver,2:00.55,M:S:DD,120.55,218035,3701163,,,
1976,Swimming,200m Backstroke Men,MEN,MEN,Daniel Harrigan,USA,United States of America,Bronze,2:01.35,M:S:DD,121.35,218035,3701163,,,
2008,Swimming,100m Butterfly Women,,WOMEN,Christine Magnuson,USA,United States of America,Silver,57.1,M:S:DD,57.1,2801.544,10191.85,,,
2004,Swimming,100m Butterfly Women,,WOMEN,Otylia Jedrzejczak,POL,Poland,Silver,57.84,M:S:DD,57.84,60270.708,1280625.154,,,
2000,Swimming,100m Butterfly Women,,WOMEN,Martina Moravkova,SVK,Slovakia,Silver,57.97,M:S:DD,57.97,15907.853,343756.134,,,
1976,Swimming,200m Breaststroke Men,MEN,MEN,David Wilkie,GBR,Great Britain,Gold,2:15.11,M:S:DD,135.11,56206,680933,,,
1976,Swimming,200m Breaststroke Men,MEN,MEN,John Hencken,USA,United States of America,Silver,2:17.26,M:S:DD,137.26,218035,3701163,,,
1976,Swimming,200m Breaststroke Men,MEN,MEN,Richard Colella,USA,United States of America,Bronze,2:19.20,M:S:DD,139.2,218035,3701163,,,
1996,Swimming,100m Butterfly Women,,WOMEN,Limin Liu,CHN,China,Silver,59.14,M:S:DD,59.14,18348.078,354521.1781,,,
1992,Swimming,100m Butterfly Women,,WOMEN,Crissy Ahmann-Leighton,USA,United States of America,Silver,58.74,M:S:DD,58.74,256894.189,5985151.501,,,
1988,Swimming,100m Butterfly Women,,WOMEN,Birte Weigang,GDR,Germany,Silver,59.45,M:S:DD,59.45,245021.414,5512845,,,
1976,Swimming,200m Butterfly Men,MEN,MEN,Mike Bruner,USA,United States of America,Gold,1:59.23,M:S:DD,119.23,218035,3701163,,,
1976,Swimming,200m Butterfly Men,MEN,MEN,Steven Gregg,USA,United States of America,Silver,1:59.54,M:S:DD,119.54,218035,3701163,,,
1976,Swimming,200m Butterfly Men,MEN,MEN,William Forrester,USA,United States of America,Bronze,1:59.96,M:S:DD,119.96,218035,3701163,,,
1984,Swimming,100m Butterfly Women,,WOMEN,Jenna Johnson,USA,United States of America,Silver,1:00.19,M:S:DD,60.19,236348.292,4755958,,,
1980,Swimming,100m Butterfly Women,WOMEN,WOMEN,Andrea Pollack,GDR,Germany,Silver,1:00.90,M:S:DD,60.9,78297.904,1105099,,,
1976,Swimming,100m Butterfly Women,WOMEN,WOMEN,Andrea Pollack,GDR,Germany,Silver,1:00.98,M:S:DD,60.98,256882.729,1634589,,,
1976,Swimming,200m Freestyle Men,MEN,MEN,Bruce Furniss,USA,United States of America,Gold,1:50.29,M:S:DD,110.29,218035,3701163,,,
1976,Swimming,200m Freestyle Men,MEN,MEN,John Naber,USA,United States of America,Silver,1:50.50,M:S:DD,110.5,218035,3701163,,,
1976,Swimming,200m Freestyle Men,MEN,MEN,Jim Montgomery,USA,United States of America,Bronze,1:50.58,M:S:DD,110.58,218035,3701163,,,
1972,Swimming,100m Butterfly Women,WOMEN,WOMEN,Roswitha Beier,GDR,Germany,Silver,1:03.61,M:S:DD,63.61,56079,633352,,,
1968,Swimming,100m Butterfly Women,WOMEN,WOMEN,Ellie Daniel,USA,United States of America,Silver,1:05.8,M:S:DD,65.8,52986.6,482462,,,
1964,Swimming,100m Butterfly Women,WOMEN,WOMEN,Ada Kok,NED,Netherlands,Silver,1:05.6,M:S:DD,65.6,200706,2983081,,,
1976,Swimming,400m Freestyle Men,MEN,MEN,Brian Goodell,USA,United States of America,Gold,3:51.93,M:S:DD,231.93,218035,3701163,,,
1976,Swimming,400m Freestyle Men,MEN,MEN,Timothy Shaw,USA,United States of America,Silver,3:52.54,M:S:DD,232.54,218035,3701163,,,
1976,Swimming,400m Freestyle Men,MEN,MEN,Vladimir Raskatov,URS,Russia,Bronze,3:55.76,M:S:DD,235.76,256882.729,1634589,,,
1960,Swimming,100m Butterfly Women,WOMEN,WOMEN,Marianne Heemskerk,NED,Netherlands,Silver,1:10.4,M:S:DD,70.4,667070,441694,,,
1956,Swimming,100m Butterfly Women,WOMEN,WOMEN,Nancy Ramey,USA,United States of America,Silver,1:11.9,M:S:DD,71.9,1509.975,3307,,,
2012,Swimming,100m Freestyle Women,,WOMEN,Aleksandra GERASIMENYA,BLR,Belarus,Silver,53.38,#:DD,53.38,61279.972,1395721.096,,,
1976,Swimming,400m Individual Medley Men,MEN,MEN,Rod Strachan,USA,United States of America,Gold,4:23.68,M:S:DD,263.68,218035,3701163,,,
1976,Swimming,400m Individual Medley Men,MEN,MEN,Tim McKee,USA,United States of America,Silver,4:24.62,M:S:DD,264.62,218035,3701163,,,
1976,Swimming,400m Individual Medley Men,MEN,MEN,Andrey Smirnov,URS,Russia,Bronze,4:26.90,M:S:DD,266.9,256882.729,1634589,,,
2008,Swimming,100m Freestyle Women,,WOMEN,Libby Trickett,AUS,Australia,Silver,53.16,M:S:DD,53.16,38500.696,305124.3465,,,
2004,Swimming,100m Freestyle Women,,WOMEN,Inge de Bruijn,NED,Netherlands,Silver,54.16,M:S:DD,54.16,11308.764,28948,,,
2000,Swimming,100m Freestyle Women,,WOMEN,Therese Alshammar,SWE,Sweden,Silver,54.33,M:S:DD,54.33,82187.909,1560097.88,,,
1996,Swimming,100m Freestyle Women,,WOMEN,Sandra V?lker,GER,Germany,Silver,54.88,M:S:DD,54.88,5262.075,109502.1344,,,
1992,Swimming,100m Freestyle Women,,WOMEN,Jenny Thompson,USA,United States of America,Silver,54.84,M:S:DD,54.84,17481.977,302570.7394,,,
1988,Swimming,100m Freestyle Women,,WOMEN,Yong Zhuang,CHN,China,Silver,55.47,M:S:DD,55.47,245021.414,5512845,,,
1976,Swimming,4x100m Medley Relay Men,MEN,MEN,"John Hencken, Jim Montgomery, John Naber, Matt Vogel",USA,United States of America,Gold,3:42.22,M:S:DD,222.22,218035,3701163,,,
1976,Swimming,4x100m Medley Relay Men,MEN,MEN,"Donald Smith, Gary MacDonald, Stephen Pickell, Clay Evans",CAN,Canada,Silver,3:45.94,M:S:DD,225.94,23517.5,350467,,,
1976,Swimming,4x100m Medley Relay Men,MEN,MEN,"Peter Nocke, Walter Kusch, Michael Kraus, Klaus Steinbach",FRG,Germany,Bronze,3:47.29,M:S:DD,227.29,78298.957,993132,,,
1980,Swimming,100m Freestyle Women,WOMEN,WOMEN,Caren Metschuck,GDR,Germany,Silver,55.16,M:S:DD,55.16,10711.122,67549.20943,,,
1976,Swimming,100m Freestyle Women,WOMEN,WOMEN,Petra Priemer,GDR,Germany,Silver,56.49,M:S:DD,56.49,256882.729,1634589,,,
1972,Swimming,100m Freestyle Women,WOMEN,WOMEN,Shirley Babashoff,USA,United States of America,Silver,59.02,M:S:DD,59.02,22284.5,291314,,,
1976,Swimming,4x200m Freestyle Relay Men,MEN,MEN,"John Naber, Jim Montgomery, Bruce Furniss, Mike Bruner",USA,United States of America,Gold,7:23.22,M:S:DD,443.22,218035,3701163,,,
1976,Swimming,4x200m Freestyle Relay Men,MEN,MEN,"Andrey Bogdanov, Sergey Koplyakov, Andrey Krylov, Vladimir Raskatov",URS,Russia,Silver,7:27.97,M:S:DD,447.97,256882.729,1634589,,,
1976,Swimming,4x200m Freestyle Relay Men,MEN,MEN,"Alan McClatchey, Brian Brinkley, Gordon Downie, David Dunne",GBR,Great Britain,Bronze,7:32.11,M:S:DD,452.11,56206,680933,,,
1968,Swimming,100m Freestyle Women,WOMEN,WOMEN,Susan Pedersen,USA,United States of America,Silver,1:00.3,M:S:DD,60.3,76584.401,755463,,,
1964,Swimming,100m Freestyle Women,WOMEN,WOMEN,Sharon Stouder,USA,United States of America,Silver,59.9,M:S:DD,59.9,200706,2983081,,,
1960,Swimming,100m Freestyle Women,WOMEN,WOMEN,Chris von Saltza,USA,United States of America,Silver,1:02.8,M:S:DD,62.8,7480.395,64986,,,
1972,Athletics,10000m Men,MEN,MEN,Lasse Vir?n,FIN,Finland,Gold,27:38.4,M:SS:DD,1658.4,4639.657,48473,,,
1972,Athletics,10000m Men,MEN,MEN,Emiel Puttemans,BEL,Belgium,Silver,27:39.6,M:SS:DD,1659.6,9709.1,111679,,,
1972,Athletics,10000m Men,MEN,MEN,Miruts Yifter,ETH,Ethiopia,Bronze,27:41.0,M:SS:DD,1661,33030.559,20604,,,
1956,Swimming,100m Freestyle Women,WOMEN,WOMEN,Lorraine Crapp,AUS,Australia,Silver,1:02.3,M:S:DD,62.3,1509.975,3307,,,
1952,Swimming,100m Freestyle Women,WOMEN,WOMEN,Hanny Termeulen,NED,Netherlands,Silver,1:07.0,M:S:DD,67,157553,1625245,,,
1948,Swimming,100m Freestyle Women,WOMEN,WOMEN,Ann Curtis,USA,United States of America,Silver,1:06.5,M:S:DD,66.5,7715,53753.952,,,
1972,Athletics,100m Men,MEN,MEN,Valery Borzov,URS,Russia,Gold,10.14,#:DD,10.14,247343.292,1395732,,,
1972,Athletics,100m Men,MEN,MEN,Robert Taylor,USA,United States of America,Silver,10.24,#:DD,10.24,209896,3346554,,,
1972,Athletics,100m Men,MEN,MEN,Lennox Miller,JAM,Jamaica,Bronze,10.33,#:DD,10.33,1997.616,7706,,,
1936,Swimming,100m Freestyle Women,WOMEN,WOMEN,Jeannette Campbell,ARG,Argentina,Silver,1:06.4,M:S:DD,66.4,67349,299753,,,
1932,Swimming,100m Freestyle Women,WOMEN,WOMEN,Willie den Ouden,NED,Netherlands,Silver,1:07.8,M:S:DD,67.8,10794,39629.66,,,
1928,Swimming,100m Freestyle Women,WOMEN,WOMEN,Eleanor Garatti-Saville,USA,United States of America,Silver,1:11.4,M:S:DD,71.4,8520,20575.61748,,,
1972,Athletics,110m Hurdles Men,MEN,MEN,Rodney Milburn,USA,United States of America,Gold,13.24,#:DD,13.24,209896,3346554,,,
1972,Athletics,110m Hurdles Men,MEN,MEN,Guy Drut,FRA,France,Silver,13.34,#:DD,13.34,51732,648668,,,
1972,Athletics,110m Hurdles Men,MEN,MEN,Thomas Hill,USA,United States of America,Bronze,13.48,#:DD,13.48,209896,3346554,,,
1972,Athletics,1500m Men,MEN,MEN,Pekka Vasala,FIN,Finland,Gold,3:36.3,M:SS:DD,216.3,4639.657,48473,,,
1972,Athletics,1500m Men,MEN,MEN,Kipchoge Keino,KEN,Kenya,Silver,3:36.8,M:SS:DD,216.8,12044.785,11509.27503,,,
1972,Athletics,1500m Men,MEN,MEN,Rodney Dixon,NZL,New Zealand,Bronze,3:37.5,M:SS:DD,217.5,2929.1,34711,,,
1924,Swimming,100m Freestyle Women,WOMEN,WOMEN,Mariechen Wehselau,USA,United States of America,Silver,1:12.8,M:S:DD,72.8,114558,713988.54,,,
1920,Swimming,100m Freestyle Women,WOMEN,WOMEN,Irene Guest,USA,United States of America,Silver,1:17.0,M:S:DD,77,46821,212937.864,,,
1912,Swimming,100m Freestyle Women,WOMEN,WOMEN,Mina Wylie,ANZ,Australia,Silver,1:25.4,M:S:DD,85.4,0,0,,,
1972,Athletics,200m Men,MEN,MEN,Valery Borzov,URS,Russia,Gold,20,#:DD,20,247343.292,1395732,,,
1972,Athletics,200m Men,MEN,MEN,Larry Black,USA,United States of America,Silver,20.19,#:DD,20.19,209896,3346554,,,
1972,Athletics,200m Men,MEN,MEN,Pietro Mennea,ITA,Italy,Bronze,20.3,#:DD,20.3,54365.564,546933,,,
2012,Athletics,100m Hurdles Women,WOMEN,WOMEN,Dawn HARPER,USA,United States of America,Silver,12.37,#:DD,12.37,83282.565,50477.4961,,,
2008,Athletics,100m Hurdles Women,,WOMEN,Sally McLellan,AUS,Australia,Silver,12.64,#:DD,12.64,20600.856,473289.4257,,,
2004,Athletics,100m Hurdles Women,,WOMEN,Olena Krasovska,UKR,Ukraine,Silver,12.45,#:DD,12.45,1295733.978,6187983,,,
1972,Athletics,20km Walk Men,MEN,MEN,Peter Frenkel,GDR,Germany,Gold,1:26:42,H:MM:SS,5202,78717.088,903739,,,
1972,Athletics,20km Walk Men,MEN,MEN,Vladimir Golubnichy,URS,Russia,Silver,1:26:55,H:MM:SS,5215,247343.292,1395732,,,
1972,Athletics,20km Walk Men,MEN,MEN,Hans-Georg Reimann,GDR,Germany,Bronze,1:27:16,H:MM:SS,5236,78717.088,903739,,,
1972,Athletics,3000m Steeplechase Men,MEN,MEN,Kipchoge Keino,KEN,Kenya,Gold,8:23.6,M:SS:DD,503.6,12044.785,11509.27503,,,
1972,Athletics,3000m Steeplechase Men,MEN,MEN,Ben Jipcho,KEN,Kenya,Silver,8:24.6,M:SS:DD,504.6,12044.785,11509.27503,,,
1972,Athletics,3000m Steeplechase Men,MEN,MEN,Tapio Kantanen,FIN,Finland,Bronze,8:24.8,M:SS:DD,504.8,4639.657,48473,,,
1972,Athletics,400m Hurdles Men,MEN,MEN,John Akii-Bua,UGA,Uganda,Gold,47.82,#:DD,47.82,10190.285,8757.210702,,,
1972,Athletics,400m Hurdles Men,MEN,MEN,Ralph Mann,USA,United States of America,Silver,48.51,#:DD,48.51,209896,3346554,,,
1972,Athletics,400m Hurdles Men,MEN,MEN,David Hemery,GBR,Great Britain,Bronze,48.52,#:DD,48.52,56079,633352,,,
1972,Athletics,400m Men,MEN,MEN,Vincent Matthews,USA,United States of America,Gold,44.66,#:DD,44.66,209896,3346554,,,
1972,Athletics,400m Men,MEN,MEN,Wayne Collett,USA,United States of America,Silver,44.8,#:DD,44.8,209896,3346554,,,
1972,Athletics,400m Men,MEN,MEN,Julius Sang,KEN,Kenya,Bronze,44.92,#:DD,44.92,12044.785,11509.27503,,,
2000,Athletics,100m Hurdles Women,,WOMEN,Glory Alozie,NGR,Nigeria,Silver,12.68,#:DD,12.68,15907.853,343756.134,,,
1996,Athletics,100m Hurdles Women,,WOMEN,Brigita Bukovec,SLO,Slovenia,Silver,12.59,#:DD,12.59,62209.971,36218.8109,,,
1992,Athletics,100m Hurdles Women,,WOMEN,LaVonna Martin,USA,United States of America,Silver,12.69,#:DD,12.69,26298.373,74215.54067,,,
1972,Athletics,4x100m Relay Men,MEN,MEN,"Eddie Hart, Larry Black, Robert Taylor, Gerald Tinker",USA,United States of America,Gold,38.19,#:DD,38.19,209896,3346554,,,
1972,Athletics,4x100m Relay Men,MEN,MEN,"Juris Silovs, Aleksandr Kornelyuk, Vladimir Lovetsky, Valery Borzov",URS,Russia,Silver,38.5,#:DD,38.5,247343.292,1395732,,,
1972,Athletics,4x100m Relay Men,MEN,MEN,"Klaus Ehl, Jobst Hirscht, Karlheinz Klotz, Gerhard Wucherer",FRG,Germany,Bronze,38.79,#:DD,38.79,78717.088,903739,,,
1988,Athletics,100m Hurdles Women,,WOMEN,Gloria Siebert,GDR,Germany,Silver,12.61,#:DD,12.61,78030.572,1260983,,,
1984,Athletics,100m Hurdles Women,,WOMEN,Shirley Strong,GBR,Great Britain,Silver,12.88,#:DD,12.88,236348.292,4755958,,,
1980,Athletics,100m Hurdles Women,,WOMEN,Johanna Klier-Schaller,GDR,Germany,Silver,12.63,#:DD,12.63,78297.904,1105099,,,
1972,Athletics,4x400m Relay Men,MEN,MEN,"Charles Asati, Hezekiah Nyamau, Robert Ouko, Julius Sang",KEN,Kenya,Gold,2:59.8,M:SS:DD,179.8,12044.785,11509.27503,,,
1972,Athletics,4x400m Relay Men,MEN,MEN,"Alan Pascoe, Martin Reynolds, David Jenkins, David Hemery",GBR,Great Britain,Silver,3:00.5,M:SS:DD,180.5,56079,633352,,,
1972,Athletics,4x400m Relay Men,MEN,MEN,"Francis Kerbiriou, Gilles Bertould, Jacques Carette, Roger V?lasquez",FRA,France,Bronze,3:00.7,M:SS:DD,180.7,51732,648668,,,
1976,Athletics,100m Hurdles Women,WOMEN,WOMEN,Tatyana Anisimova,URS,Russia,Silver,12.78,#:DD,12.78,13951.436,13161.991,,,
1972,Athletics,100m Hurdles Women,WOMEN,WOMEN,Valeria Bufanu,ROM,Romania,Silver,12.84,#:DD,12.84,13329.874,167919,,,
2012,Athletics,100m Women,WOMEN,WOMEN,Carmelita JETER,USA,United States of America,Silver,10.78,#:DD,10.78,127425.722,2863645.995,,,
1972,Athletics,5000m Men,MEN,MEN,Lasse Vir?n,FIN,Finland,Gold,13:26.4,M:SS:DD,806.4,4639.657,48473,,,
1972,Athletics,5000m Men,MEN,MEN,Mohamed Gammoudi,TUN,Tunisia,Silver,13:27.4,M:SS:DD,807.4,5303.507,12129.31263,,,
1972,Athletics,5000m Men,MEN,MEN,Ian Stewart,GBR,Great Britain,Bronze,13:27.6,M:SS:DD,807.6,56079,633352,,,
1972,Athletics,50km Walk Men,MEN,MEN,Bernd Kannenberg,FRG,Germany,Gold,3:56:11,H:MM:SS,14171,78717.088,903739,,,
1972,Athletics,50km Walk Men,MEN,MEN,Veniamin Soldatenko,URS,Russia,Silver,3:58:24,H:MM:SS,14304,247343.292,1395732,,,
1972,Athletics,50km Walk Men,MEN,MEN,Larry Young,USA,United States of America,Bronze,4:00:46,H:MM:SS,14446,209896,3346554,,,
1972,Athletics,800m Men,MEN,MEN,Dave Wottle,USA,United States of America,Gold,1:45.9,M:SS:DD,105.9,209896,3346554,,,
1972,Athletics,800m Men,MEN,MEN,Yevgeny Arzhanov,URS,Russia,Silver,1:45.9,M:SS:DD,105.9,247343.292,1395732,,,
1972,Athletics,800m Men,MEN,MEN,Mike Boit,KEN,Kenya,Bronze,1:46.0,M:SS:DD,106,12044.785,11509.27503,,,
2008,Athletics,100m Women,,WOMEN,Sherone Simpson,JAM,Jamaica,Silver,10.98,#:DD,10.98,82369.548,1624746.189,,,
2008,Athletics,100m Women,,WOMEN,Kerron Stewart,JAM,Jamaica,Silver,10.98,#:DD,10.98,33679.263,770813.924,,,
2004,Athletics,100m Women,,WOMEN,Lauryn Williams,USA,United States of America,Silver,10.96,#:DD,10.96,22355.551,78562.58008,,,
1972,Athletics,Marathon Men,MEN,MEN,Frank Shorter,USA,United States of America,Gold,2:12:19,H:MM:SS,7939,209896,3346554,,,
1972,Athletics,Marathon Men,MEN,MEN,Karel Lismont,BEL,Belgium,Silver,2:14:31,H:MM:SS,8071,9709.1,111679,,,
1972,Athletics,Marathon Men,MEN,MEN,Mamo Wolde,ETH,Ethiopia,Bronze,2:15:08,H:MM:SS,8108,33030.559,20604,,,
1972,Canoeing,C1 1000m Canadian Singles Men,MEN,MEN,Ivan Patzaichin,ROM,Romania,Gold,4:08.94,M:S:DD,248.94,20662.648,70174.89914,,,
1972,Canoeing,C1 1000m Canadian Singles Men,MEN,MEN,Tam?s Wichmann,HUN,Hungary,Silver,4:12.42,M:S:DD,252.42,10394.091,55460.41738,,,
1972,Canoeing,C1 1000m Canadian Singles Men,MEN,MEN,Detlef Lewe,FRG,Germany,Bronze,4:13.63,M:S:DD,253.63,78717.088,903739,,,
1972,Canoeing,C2 1000m Canadian Pairs Men,MEN,MEN,"Yury Lobanov, Vladislavas Cesiunas",URS,Russia,Gold,3:52.60,M:S:DD,232.6,247343.292,1395732,,,
1972,Canoeing,C2 1000m Canadian Pairs Men,MEN,MEN,"Serghei Covaliov, Ivan Patzaichin",ROM,Romania,Silver,3:52.63,M:S:DD,232.63,20662.648,70174.89914,,,
1972,Canoeing,C2 1000m Canadian Pairs Men,MEN,MEN,"Ivan Burchin, Fedya Damyanov",BUL,Bulgaria,Bronze,3:58.10,M:S:DD,238.1,8576.2,43825.91417,,,
1972,Canoeing,K1 1000m Kayak Singles Men,MEN,MEN,Aleksandr Shaparenko,URS,Russia,Gold,3:48.06,M:S:DD,228.06,247343.292,1395732,,,
1972,Canoeing,K1 1000m Kayak Singles Men,MEN,MEN,Rolf Peterson,SWE,Sweden,Silver,3:49.38,M:S:DD,229.38,8122.293,105604,,,
1972,Canoeing,K1 1000m Kayak Singles Men,MEN,MEN,G?za Csap?,HUN,Hungary,Bronze,3:49.38,M:S:DD,229.38,10394.091,55460.41738,,,
2000,Athletics,100m Women,,WOMEN,Tanya Lawrence,JAM,Jamaica,Silver,11.18,#:DD,11.18,59522.468,1199909.823,,,
1996,Athletics,100m Women,,WOMEN,Merlene Ottey-Page,JAM,Jamaica,Silver,10.94,#:DD,10.94,290875.61,1137738.988,,,
1992,Athletics,100m Women,,WOMEN,Juliet Cuthbert,JAM,Jamaica,Silver,10.83,#:DD,10.83,22797.027,63768.1955,,,
1972,Canoeing,K2 1000m Kayak Pairs Men,MEN,MEN,"Nikolay Gorbachov, Viktor Kratasyuk",URS,Russia,Gold,3:31.23,M:S:DD,211.23,247343.292,1395732,,,
1972,Canoeing,K2 1000m Kayak Pairs Men,MEN,MEN,"J?zsef Deme, J?nos R?tkai",HUN,Hungary,Silver,3:32.00,M:S:DD,212,10394.091,55460.41738,,,
1972,Canoeing,K2 1000m Kayak Pairs Men,MEN,MEN,"Rafal Piszcz, Wladyslaw Szuszkiewicz",POL,Poland,Bronze,3:33.83,M:S:DD,213.83,33039.545,165521.0346,,,
1988,Athletics,100m Women,,WOMEN,Evelyn Ashford,USA,United States of America,Silver,10.83,#:DD,10.83,78030.572,1260983,,,
1984,Athletics,100m Women,,WOMEN,Alice Brown,USA,United States of America,Silver,11.13,#:DD,11.13,236348.292,4755958,,,
1980,Athletics,100m Women,,WOMEN,Marlies G?hr-Oelsner,GDR,Germany,Silver,11.07,#:DD,11.07,50046.649,0,,,
1972,Canoeing,K4 1000m Kayak Fours Men,MEN,MEN,"Yury Stetsenko, Valery Didenko, Yury Filatov, Vladimir Morozov",URS,Russia,Gold,3:14.02,M:S:DD,194.02,247343.292,1395732,,,
1972,Canoeing,K4 1000m Kayak Fours Men,MEN,MEN,"Mihai Zafiu, Roman Vartolomeu, Aurel Vernescu, Atanase Sciotnic",ROM,Romania,Silver,3:15.07,M:S:DD,195.07,20662.648,70174.89914,,,
1972,Canoeing,K4 1000m Kayak Fours Men,MEN,MEN,"Egil S?by, Jan Johansen, Steinar Amundsen, Tore Berger",NOR,Norway,Bronze,3:15.27,M:S:DD,195.27,3933.004,42955.93873,,,
1972,Rowing,Coxless Fours Men,MEN,MEN,"Frank Forberger, Dieter Grahn, Dieter Schubert, Frank R?hle",GDR,Germany,Gold,6:24.27,M:S:DD,384.27,78717.088,903739,,,
1972,Rowing,Coxless Fours Men,MEN,MEN,"Dudley Storey, Dick Tonks, Noel Mills, Ross Collinge",NZL,New Zealand,Silver,6:25.64,M:S:DD,385.64,2929.1,34711,,,
1972,Rowing,Coxless Fours Men,MEN,MEN,"Joachim Ehrig, Peter Funnek?tter, Franz Held, Wolfgang Plottke",FRG,Germany,Bronze,6:28.41,M:S:DD,388.41,78717.088,903739,,,
1972,Rowing,Coxless Pairs Men,MEN,MEN,"Wolfgang Mager, Siegfried Brietzke",GDR,Germany,Gold,6:53.16,M:S:DD,413.16,78717.088,903739,,,
1972,Rowing,Coxless Pairs Men,MEN,MEN,"Alfred Bachmann, Heinrich Fischer",SUI,Switzerland,Silver,6:57.06,M:S:DD,417.06,6401.4,113781,,,
1972,Rowing,Coxless Pairs Men,MEN,MEN,"Roelof Luynenburg, Ruud Stokvis",NED,Netherlands,Bronze,6:58.70,M:S:DD,418.7,13329.874,167919,,,
